FacilityNumber_receiving,FIPS_1,POPULATION_2020
1844,42047951100,5553
30202,,
28783,48005000500,3640
28879,34003021500,5253
14665,13299950200,7682
20426,22017024900,2953
31450,26163987000,7
23098,26037010801,4099
15126,37057061902,5067
17541,20045001202,7613
6715,29189215143,2901
36983,26121004300,1884
38303,26005030301,3133
35726,26139022900,6336
36440,26005030301,3133
21691,34007601800,1102
10786,42091208100,3166
39033,,
29402,37119005200,2419
17851,17133600102,4892
29491,42049002500,2420
28933,,
35112,21111011116,3724
12283,16005001500,6226
1001881,13313001500,6500
23827,01011952202,4341
16120,54107011000,2712
29699,41051000301,5443
21737,53063011701,2490
25717,48201252500,5051
24719,55139003000,1641
28906,17031832600,4147
32358,19191950200,5220
23426,12117020905,4415
26413,38055960800,4180
17336,42003474101,4460
21806,36107020600,6787
29685,50007003101,8002
9242,24005411302,4675
22558,37127010604,3830
23738,53071920200,4700
7746,06037532303,4364
27581,20209044002,3247
15840,55139001700,5336
23001,13051010601,4927
26075,23005016002,2175
3502,,
1205831,48005000800,6165
26056,55061960500,5929
16902,19003950200,2117
5250,19175190100,2217
9789,19125030700,2527
17420,50007001100,2486
25729,39003012300,3893
10371,33011000204,5684
2453,39089753100,5153
28314,45045002819,5254
17240,45047970201,5913
13954,39147962800,3444
38024,47133950600,2648
5034,06037407702,6249
14161,44007012601,4516
1208161,42079211800,1981
18633,42079214300,2121
6897,34037372400,2358
18845,24033803403,6119
6402,,
18635,,
31977,29099700210,3853
25300,48135003004,5478
21572,48141010231,4053
37287,35061971100,1481
26812,,
35430,18085961800,6384
24589,47157980200,11
15379,21107970302,5226
14805,22073010202,8215
25968,19113003004,4052
14309,19139050200,5330
33575,01073000700,2252
26878,48453002111,4987
16958,12095017401,7586
12936,42007605100,4680
25051,39029952200,1772
20003,17031824400,2007
23418,,
19455,46099010404,4991
26509,44007000600,2246
18712,25021421200,5995
22970,17097863201,3310
21753,35045000504,1964
4891,31151960601,4242
5591,31151960601,4242
3834,29047021704,3322
32752,48167720302,7211
12272,05093011000,3818
14708,,
20588,53063011701,2490
6293,26081010401,5309
12855,19167070601,2547
4430,01081040700,5173
39001,05085020301,3725
27727,47113001402,2200
7472,34013005700,2984
36866,12057003700,1894
32600,18169102800,3463
12388,34007601800,1102
30080,06019008600,3993
23601,48201251902,7828
32443,22045031301,3743
9702,04007000900,2502
6239,39035186103,5145
25211,42125751200,3193
30335,39149971500,5078
38268,17089854001,4099
885,21111012702,1936
11290,26021000600,3165
13019,19113010300,3686
8321,19191950400,4542
29064,49057201900,1284
30725,55093960100,2837
33576,47093006600,3127
15221,25013812101,4921
20630,53007960803,3681
28286,53077003100,5900
1408922,42017104304,1248
704,39155921300,2343
15265,18037953400,5503
38335,17031801607,5225
24331,46099010404,4991
3303,28049010502,3817
6595,45035010200,4745
38074,34013006900,4627
13789,06085504318,7427
15890,17097860105,5191
21522,39049002300,1503
18044,48143950502,4135
24005,34023007202,4640
31032,17099964100,3612
32176,55133201404,3850
9973,17031820203,4038
35771,47093005401,3660
18563,39085201500,2651
30673,17031140100,3464
33040,37081012619,3446
19646,46051953100,5457
14597,37183052815,4648
27010,06111002200,6791
16811,13261950700,6640
1408976,29510126600,2779
12529,39061022301,5838
20456,46093020402,3940
4851,48325000104,2885
38670,37179020601,5064
16159,48439111411,5789
10621,17163504600,1765
37563,39093077100,3501
23282,24510100200,2715
7286,51760060800,3572
32510,42003492700,1819
25554,42017980000,0
33418,24510250600,23
29876,42017980000,0
34098,17197882000,3152
18875,47119010700,4838
12431,47165020901,1352
1400018,,
24258,,
21362,06037532500,3838
24780,12089050509,2618
17326,42049011900,6210
8077,36011040400,4314
34134,18089040200,3241
1200568,18111100600,2494
37625,55141011700,4537
18278,,
24382,,
26904,55073002000,3836
2432,42043024101,2068
12248,48439113513,6508
20328,40147001100,5025
6443,48201450500,3386
36378,18003000701,3152
16786,13015960602,4087
13300,12117022001,2529
7255,48201540101,6790
10582,39049009325,4746
31805,36029014502,2328
1412691,24043011204,3775
19642,17177000100,4500
27179,05149952500,4060
26546,19109950200,2407
12364,37119005824,4618
3227,37021000500,3725
32255,17037000800,6635
29408,47151975200,5708
31561,17031842200,4212
1000571,48201212300,5027
1009785,27053021900,4484
1009679,28107950201,1719
3617,28149951102,4156
1007973,13135050336,3218
1010807,47157022600,4508
1008522,45083023408,6231
1010540,35045000402,3986
22130,48201321200,4512
17614,20155001100,5368
1007553,55093960100,2837
1007242,55093960100,2837
1008162,55093960100,2837
1007724,55109120700,4766
1007368,55093960100,2837
1007892,55109120700,4766
1007630,55109120700,4766
1007530,55109120700,4766
1008164,55109121000,7933
1007331,55109120700,4766
1007855,55109120700,4766
1007032,55109120700,4766
1007338,55033970200,4783
1007735,55033970200,4783
1007668,55109120700,4766
1007969,55033970600,4043
1007705,55093960100,2837
1007922,55109120802,5150
1007534,55033970300,6129
1007380,55093960800,3692
1007592,55033970801,2790
1007357,55109120700,4766
1007453,55109120700,4766
1007042,55093960500,7977
1007715,55095960902,2397
1007216,55093960800,3692
1007767,55033970300,6129
1007225,32019960301,1875
7331,17113001402,3786
1007024,01005950600,1858
1006966,06077000803,5242
1006964,47037015900,3068
1007647,51117930202,2213
1008072,04013319201,7038
10920,21047200300,3112
1006919,20209044002,3247
14442,13089023330,2918
1202764,37025042300,4922
15346,35028000400,3907
9616,53033011200,3736
21883,53033009900,6257
1001219,39035186107,6561
1002283,25017312300,5277
1003661,12031014103,2530
31532,42083420900,2069
32936,18089042404,2765
24498,42029304101,4518
1006766,42011011603,5538
1005516,25017311500,3224
1002048,22079010300,4952
10482,55133201800,1540
36898,30083070301,3427
32722,25027712102,4433
26227,06037121102,2846
6308,12099006402,3519
1001167,53037975700,4727
1000696,06099002602,5495
17147,06071004004,5785
31767,40131050407,2338
1005197,40137000902,3328
1005376,40137001000,1979
1003119,24005450100,3988
1001701,48135001100,6877
1004525,26121004200,4052
1004842,22033003201,3661
10986,47145030206,3961
23340,33013032200,2728
15649,06037980014,150
1002509,18003011201,2064
13613,39035175110,5138
1005789,55029100800,5554
37187,19163011000,2545
34507,17161020101,2545
1003236,16053970502,2498
1000331,21117067200,7257
8601,39061002800,1234
1000442,17083010300,3602
2189,,
30758,37071032508,3028
1003638,51059422202,6444
2438,36003950600,3653
36232,26163591502,3475
11928,39155933302,4408
18751,48201232000,4371
28908,42111020200,4416
1003333,42111020500,2768
22646,06037540902,4918
28464,26125197400,2356
13892,17031490800,3502
32024,06001441503,7763
1205005,42063961102,5988
12439,45035010302,3433
1002965,06047000901,3512
7543,22059970300,4252
34848,26163505800,3337
1003457,04013815602,5736
1003013,12057013907,2063
1002021,55117011000,2715
8943,19079960300,2975
1002955,21037051200,1538
18760,19079960100,1762
25824,19017004200,4463
7731,48201511100,4100
1005680,19163013705,5165
1000760,08001008709,8139
29525,09003430501,1705
1200469,17031838800,3102
32880,55079187400,3976
1005818,06059086702,7200
6601,49035114500,7487
1006284,08031003502,2727
18281,42005951900,1736
26331,02090000100,1563
8918,08001008901,2478
698,37049961101,5777
9351,01055010504,4746
11099,13139001204,5555
31830,13113140204,5785
33079,13067030700,4728
30587,08101003103,1750
22484,28105950500,3894
24167,18089010205,1249
34118,06059075516,9045
38796,05149952302,2950
16987,48201250102,5569
15138,22051026900,3181
1355,12057011412,3422
27412,41035970100,3301
27662,26065000700,2464
23345,36061015302,6032
16977,26109960500,2917
20072,01073012916,3948
27004,51740212300,4895
11688,17031470100,2527
26230,34003005000,6372
27440,24005403801,1678
34964,18089020700,4874
32076,,
36422,09009186100,6813
30014,51043010102,4170
22110,06089012303,4009
1205946,25011040900,5090
18445,29099700502,6120
1001609,,
21383,06037980016,222
31544,37147000800,3074
33499,18097310104,3576
28869,26123970500,5017
10057,37057061203,3792
25933,17031836700,2481
33734,40019892802,2272
20288,54067950400,4611
33698,48029110500,2369
36147,53011041320,6580
27963,36049950302,4100
36753,36045060902,2656
31174,36049950302,4100
22396,36045060102,1974
35105,36049950302,4100
25493,36045060700,4204
37675,36045060700,4204
26911,36045060700,4204
36530,36049950302,4100
28440,36029000500,2112
37517,55079006300,1910
19214,45001950401,3248
27549,26139021204,3004
38976,06071010012,5228
33123,22079013300,4762
29901,,
26786,55117000900,5538
1462,04013082206,4900
39481,,
24413,42087961000,1991
9311,34023001003,5784
25576,12086000505,5441
18146,42101038100,753
38529,06037402801,4911
37343,09011696401,6168
15537,,
31934,26163520700,3151
13392,,
35769,42003020100,4729
22380,42011010304,6637
19510,47113001401,2006
25357,29189215003,4412
23070,04012020501,1419
7483,53061051702,5129
4764,19107080400,2765
28441,17031832500,3334
35377,39101000400,3674
23707,44007000600,2246
14643,42125742200,1705
8425,06037541200,6048
18946,37097061003,3848
29845,10001041900,5289
27341,26049012603,2991
9599,26049010812,3452
36998,42133021010,5345
25305,37155961000,1803
1004588,42081000900,2301
2199,48357950400,4799
33370,17089854600,3976
4677,05055480402,3083
21779,05055480502,3542
10204,31053964300,4960
34303,31053963800,5298
38934,31155968300,5230
27627,31053963800,5298
20686,31053963800,5298
26250,31177050201,4557
3345,26163572500,1906
5512,39061026300,1070
18220,39169002500,2482
31541,08001009604,4724
1972,,
20211,55025002100,4761
6381,39075976700,4473
23408,01103005101,5146
4560,34017012700,6009
9737,,
17809,48349970701,6376
38042,44003021100,5380
32478,42047951300,5180
12756,47003950300,3933
12859,47003950401,6422
13760,47003950500,6660
16673,39169002200,3847
13229,39035111202,1120
4974,29189215001,2840
19979,26099254000,1663
19623,26125156400,4030
32098,39055311400,5244
32571,39143962200,4302
11726,,
21006,47157020610,4408
8319,33009961101,1938
8737,27123031900,3169
28031,12105014802,3058
16591,42029311701,3482
39081,34003044202,5027
31622,36029006602,2382
12219,16069960600,5149
18558,48073950500,3545
5280,47107970700,4239
32749,06065044200,5969
19671,12033003505,3817
24855,,
18026,48183000900,3123
28204,19193003600,3252
18741,48113016100,3867
30441,27075370300,2378
31057,26081012604,6739
16805,31157953800,4890
1408960,49035114500,7487
1551,49011980000,550
16894,39045030200,3004
29321,44007014100,5304
16415,42071011000,2623
30546,44007014800,5745
25800,39061008000,5684
19159,39041012000,5851
1001972,53005010500,3154
2632,39035183605,2867
36797,39153532701,8077
31986,27053125500,3707
27975,06037121102,2846
13915,53061041901,6645
29926,42007605600,3276
1701,17031805107,6793
5186,18097355600,2283
21204,36005009301,5551
25596,06111009100,6270
29043,19061010600,3322
7318,51680001900,4900
24184,47117955500,4596
1010179,,
6318,12017450306,3372
10783,18003010706,4833
15321,37025041504,4409
29289,48201250701,6613
27115,29031880600,7583
27097,51081880101,4117
34819,24005420500,4054
34683,42095014100,5917
5157,49049980500,1616
37478,48113004300,5459
15900,42047950200,3115
30090,48113019013,5133
19969,48113018143,6836
15665,13057090910,5316
28394,26087342000,4547
9591,55025011504,4989
24232,24013505207,3927
25255,42091201003,5245
17193,53053073408,4422
27642,39035161400,3270
35631,20173000100,3231
17599,37119005866,4190
6939,17089854600,3976
27157,12031011901,8030
30762,23023970301,5192
25514,06037600601,2571
31464,36029016300,2567
20666,48167726200,2674
18296,12031000300,2231
35600,16047960102,3656
20080,17015960100,3773
24010,17031840100,3029
38078,26115830801,5381
24660,47131965300,3513
22958,27147960400,4351
432,48051970502,2355
24281,01073002900,1838
15633,17049950600,5499
25081,17167000100,3517
32970,37081012619,3446
6202,37067003500,8076
5417,37067003703,8478
1203248,26055550300,6453
23879,24003751200,5321
34961,34007610800,3288
8494,37001020802,6175
3110,06013327001,3448
18300,18151970800,3652
20812,18053000100,3788
29749,39035107701,5524
29522,39157020801,3403
27736,39169003400,3064
31720,36001013100,2934
18001,06081610302,4796
7422,,
20669,51059422000,3979
11689,51153901203,4013
35064,39017011004,6442
28346,01033020706,5857
31219,54011010300,3044
23832,09003476300,5156
20066,37001020801,1930
39543,27019091201,5112
4795,01113031200,3866
20825,06037980035,623
1619,13107970101,3766
38716,39167021202,2077
27167,35001003736,2589
16849,48381021606,5214
23278,42129801801,3768
14812,36101961100,4174
9474,48375014401,7773
31397,20055960100,4496
16140,39085201500,2651
25202,42129803700,4256
13946,17043844402,4670
37268,46011958700,5366
16909,46067968800,1920
35845,48439100505,5070
951,13051010701,4032
38797,48453002216,10133
25622,37091950402,3792
33932,37195000200,1080
27674,24003740501,5764
29443,48201521800,5258
1201483,42047950200,3115
28980,42047951200,2005
10291,39035196100,2435
1976,09003460204,6190
33636,44007014300,4984
8363,21111012606,3818
32535,21059001501,3717
10844,21183920501,3373
7653,40143004900,1666
27382,06037121102,2846
24945,27139080201,2914
20454,21111007400,2436
36497,42001031300,4803
31036,41051004103,4308
33523,44007000600,2246
5795,42005951100,3921
3036,13313001200,7643
10688,39037560102,3184
32086,39113080700,2051
20667,39061023001,4939
21492,39053954100,2407
28292,50025967600,3016
30395,42133020222,4602
23702,13145120200,3267
14773,13243790200,4846
19622,13035150202,3205
13439,12109020400,2525
19797,12031012100,1571
3241,39061006100,2781
32452,45043920302,2921
1206436,26081003900,3376
37448,55087011600,7390
22090,48375015200,2826
23895,39153532301,5879
17158,13139001404,5533
32368,36103146201,5137
24810,37119006016,3426
35306,36047042500,3026
6969,47167040700,4911
24633,17031811701,3455
8420,55015020100,4912
32101,55047100100,3175
38855,06059076204,5009
849,24013511000,3693
10421,48449950302,4066
13357,04019004418,3429
32311,48139061402,5747
36304,53021020101,2532
37479,48201212500,3792
27599,17111870302,4550
38862,12095017506,12043
38003,19073080300,2825
31916,35045000506,3709
11118,18089030400,2844
23069,17031770400,4375
18908,26099231200,3985
21821,17089852906,5176
33392,,
20986,,
7706,21205950100,5965
22400,09003471300,5161
31765,51041100403,7006
34685,08123000701,1663
